filing_id,company_id,ticker,company_name,accession_number,accession_nodash,form_type,filing_date,report_date,acceptance_datetime,fiscal_year,fiscal_period,fiscal_quarter,sic,sic_description,state_of_incorporation,fiscal_year_end,primary_document,primary_doc_description,source_url,raw_html_path,raw_text_path,is_xbrl,is_inline_xbrl
000020040624000013,0000200406,JNJ,JOHNSON & JOHNSON,0000200406-24-000013,000020040624000013,10-K,2024-02-16,2023-12-31,2024-02-16T21:12:22.000Z,2023,FY,4,2834,Pharmaceutical Preparations,NJ,0103,jnj-20231231.htm,10-K,https://www.sec.gov/Archives/edgar/data/200406/000020040624000013/jnj-20231231.htm,source_data/SEC/raw_html/000020040624000013.html,source_data/SEC/filing/000020040624000013.txt,1,1
000020040624000049,0000200406,JNJ,JOHNSON & JOHNSON,0000200406-24-000049,000020040624000049,10-Q,2024-05-01,2024-03-31,2024-05-01T11:09:36.000Z,2024,Q1,1,2834,Pharmaceutical Preparations,NJ,0103,jnj-20240331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/200406/000020040624000049/jnj-20240331.htm,source_data/SEC/raw_html/000020040624000049.html,source_data/SEC/filing/000020040624000049.txt,1,1
000020040624000075,0000200406,JNJ,JOHNSON & JOHNSON,0000200406-24-000075,000020040624000075,10-Q,2024-07-25,2024-06-30,2024-07-25T20:02:29.000Z,2024,Q2,2,2834,Pharmaceutical Preparations,NJ,0103,jnj-20240630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/200406/000020040624000075/jnj-20240630.htm,source_data/SEC/raw_html/000020040624000075.html,source_data/SEC/filing/000020040624000075.txt,1,1
000020040624000096,0000200406,JNJ,JOHNSON & JOHNSON,0000200406-24-000096,000020040624000096,10-Q,2024-10-23,2024-09-29,2024-10-23T20:02:27.000Z,2024,Q3,3,2834,Pharmaceutical Preparations,NJ,0103,jnj-20240929.htm,10-Q,https://www.sec.gov/Archives/edgar/data/200406/000020040624000096/jnj-20240929.htm,source_data/SEC/raw_html/000020040624000096.html,source_data/SEC/filing/000020040624000096.txt,1,1
000020040625000038,0000200406,JNJ,JOHNSON & JOHNSON,0000200406-25-000038,000020040625000038,10-K,2025-02-13,2024-12-29,2025-02-13T21:07:39.000Z,2024,FY,4,2834,Pharmaceutical Preparations,NJ,0103,jnj-20241229.htm,10-K,https://www.sec.gov/Archives/edgar/data/200406/000020040625000038/jnj-20241229.htm,source_data/SEC/raw_html/000020040625000038.html,source_data/SEC/filing/000020040625000038.txt,1,1
000020040625000119,0000200406,JNJ,JOHNSON & JOHNSON,0000200406-25-000119,000020040625000119,10-Q,2025-04-23,2025-03-30,2025-04-23T20:04:45.000Z,2025,Q1,1,2834,Pharmaceutical Preparations,NJ,0103,jnj-20250330.htm,10-Q,https://www.sec.gov/Archives/edgar/data/200406/000020040625000119/jnj-20250330.htm,source_data/SEC/raw_html/000020040625000119.html,source_data/SEC/filing/000020040625000119.txt,1,1
000020040625000178,0000200406,JNJ,JOHNSON & JOHNSON,0000200406-25-000178,000020040625000178,10-Q,2025-07-24,2025-06-29,2025-07-24T20:04:24.000Z,2025,Q2,2,2834,Pharmaceutical Preparations,NJ,0103,jnj-20250629.htm,10-Q,https://www.sec.gov/Archives/edgar/data/200406/000020040625000178/jnj-20250629.htm,source_data/SEC/raw_html/000020040625000178.html,source_data/SEC/filing/000020040625000178.txt,1,1
000020040625000209,0000200406,JNJ,JOHNSON & JOHNSON,0000200406-25-000209,000020040625000209,10-Q,2025-10-22,2025-09-28,2025-10-22T20:04:17.000Z,2025,Q3,3,2834,Pharmaceutical Preparations,NJ,0103,jnj-20250928.htm,10-Q,https://www.sec.gov/Archives/edgar/data/200406/000020040625000209/jnj-20250928.htm,source_data/SEC/raw_html/000020040625000209.html,source_data/SEC/filing/000020040625000209.txt,1,1
000010416922000012,0000104169,WMT,Walmart Inc.,0000104169-22-000012,000010416922000012,10-K,2022-03-18,2022-01-31,2022-03-18T21:03:00.000Z,2022,FY,4,5331,Retail-Variety Stores,DE,0131,wmt-20220131.htm,10-K,https://www.sec.gov/Archives/edgar/data/104169/000010416922000012/wmt-20220131.htm,source_data/SEC/raw_html/000010416922000012.html,source_data/SEC/filing/000010416922000012.txt,1,1
000010416922000029,0000104169,WMT,Walmart Inc.,0000104169-22-000029,000010416922000029,10-Q,2022-06-03,2022-04-30,2022-06-03T21:04:10.000Z,2023,Q1,1,5331,Retail-Variety Stores,DE,0131,wmt-20220430.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416922000029/wmt-20220430.htm,source_data/SEC/raw_html/000010416922000029.html,source_data/SEC/filing/000010416922000029.txt,1,1
000010416922000072,0000104169,WMT,Walmart Inc.,0000104169-22-000072,000010416922000072,10-Q,2022-09-02,2022-07-31,2022-09-02T21:01:12.000Z,2023,Q2,2,5331,Retail-Variety Stores,DE,0131,wmt-20220731.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416922000072/wmt-20220731.htm,source_data/SEC/raw_html/000010416922000072.html,source_data/SEC/filing/000010416922000072.txt,1,1
000010416922000083,0000104169,WMT,Walmart Inc.,0000104169-22-000083,000010416922000083,10-Q,2022-12-01,2022-10-31,2022-12-01T22:02:02.000Z,2023,Q3,3,5331,Retail-Variety Stores,DE,0131,wmt-20221031.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416922000083/wmt-20221031.htm,source_data/SEC/raw_html/000010416922000083.html,source_data/SEC/filing/000010416922000083.txt,1,1
000010416923000020,0000104169,WMT,Walmart Inc.,0000104169-23-000020,000010416923000020,10-K,2023-03-17,2023-01-31,2023-03-17T21:02:59.000Z,2023,FY,4,5331,Retail-Variety Stores,DE,0131,wmt-20230131.htm,10-K,https://www.sec.gov/Archives/edgar/data/104169/000010416923000020/wmt-20230131.htm,source_data/SEC/raw_html/000010416923000020.html,source_data/SEC/filing/000010416923000020.txt,1,1
000010416923000052,0000104169,WMT,Walmart Inc.,0000104169-23-000052,000010416923000052,10-Q,2023-06-02,2023-04-30,2023-06-02T20:25:13.000Z,2024,Q1,1,5331,Retail-Variety Stores,DE,0131,wmt-20230430.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416923000052/wmt-20230430.htm,source_data/SEC/raw_html/000010416923000052.html,source_data/SEC/filing/000010416923000052.txt,1,1
000010416923000097,0000104169,WMT,Walmart Inc.,0000104169-23-000097,000010416923000097,10-Q,2023-09-01,2023-07-31,2023-09-01T20:46:53.000Z,2024,Q2,2,5331,Retail-Variety Stores,DE,0131,wmt-20230731.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416923000097/wmt-20230731.htm,source_data/SEC/raw_html/000010416923000097.html,source_data/SEC/filing/000010416923000097.txt,1,1
000010416923000132,0000104169,WMT,Walmart Inc.,0000104169-23-000132,000010416923000132,10-Q,2023-11-30,2023-10-31,2023-11-30T22:21:40.000Z,2024,Q3,3,5331,Retail-Variety Stores,DE,0131,wmt-20231031.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416923000132/wmt-20231031.htm,source_data/SEC/raw_html/000010416923000132.html,source_data/SEC/filing/000010416923000132.txt,1,1
000010416924000056,0000104169,WMT,Walmart Inc.,0000104169-24-000056,000010416924000056,10-K,2024-03-15,2024-01-31,2024-03-15T20:54:48.000Z,2024,FY,4,5331,Retail-Variety Stores,DE,0131,wmt-20240131.htm,10-K,https://www.sec.gov/Archives/edgar/data/104169/000010416924000056/wmt-20240131.htm,source_data/SEC/raw_html/000010416924000056.html,source_data/SEC/filing/000010416924000056.txt,1,1
000010416924000105,0000104169,WMT,Walmart Inc.,0000104169-24-000105,000010416924000105,10-Q,2024-06-07,2024-04-30,2024-06-07T20:45:14.000Z,2025,Q1,1,5331,Retail-Variety Stores,DE,0131,wmt-20240430.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416924000105/wmt-20240430.htm,source_data/SEC/raw_html/000010416924000105.html,source_data/SEC/filing/000010416924000105.txt,1,1
000010416924000141,0000104169,WMT,Walmart Inc.,0000104169-24-000141,000010416924000141,10-Q,2024-08-30,2024-07-31,2024-08-30T20:50:41.000Z,2025,Q2,2,5331,Retail-Variety Stores,DE,0131,wmt-20240731.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416924000141/wmt-20240731.htm,source_data/SEC/raw_html/000010416924000141.html,source_data/SEC/filing/000010416924000141.txt,1,1
000010416924000178,0000104169,WMT,Walmart Inc.,0000104169-24-000178,000010416924000178,10-Q,2024-12-06,2024-10-31,2024-12-06T21:15:42.000Z,2025,Q3,3,5331,Retail-Variety Stores,DE,0131,wmt-20241031.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416924000178/wmt-20241031.htm,source_data/SEC/raw_html/000010416924000178.html,source_data/SEC/filing/000010416924000178.txt,1,1
000010416925000021,0000104169,WMT,Walmart Inc.,0000104169-25-000021,000010416925000021,10-K,2025-03-14,2025-01-31,2025-03-14T20:40:52.000Z,2025,FY,4,5331,Retail-Variety Stores,DE,0131,wmt-20250131.htm,10-K,https://www.sec.gov/Archives/edgar/data/104169/000010416925000021/wmt-20250131.htm,source_data/SEC/raw_html/000010416925000021.html,source_data/SEC/filing/000010416925000021.txt,1,1
000010416925000090,0000104169,WMT,Walmart Inc.,0000104169-25-000090,000010416925000090,10-Q,2025-06-06,2025-04-30,2025-06-06T20:36:50.000Z,2026,Q1,1,5331,Retail-Variety Stores,DE,0131,wmt-20250430.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416925000090/wmt-20250430.htm,source_data/SEC/raw_html/000010416925000090.html,source_data/SEC/filing/000010416925000090.txt,1,1
000010416925000137,0000104169,WMT,Walmart Inc.,0000104169-25-000137,000010416925000137,10-Q,2025-08-29,2025-07-31,2025-08-29T20:13:07.000Z,2026,Q2,2,5331,Retail-Variety Stores,DE,0131,wmt-20250731.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416925000137/wmt-20250731.htm,source_data/SEC/raw_html/000010416925000137.html,source_data/SEC/filing/000010416925000137.txt,1,1
000010416925000191,0000104169,WMT,Walmart Inc.,0000104169-25-000191,000010416925000191,10-Q,2025-12-03,2025-10-31,2025-12-03T21:45:34.000Z,2026,Q3,3,5331,Retail-Variety Stores,DE,0131,wmt-20251031.htm,10-Q,https://www.sec.gov/Archives/edgar/data/104169/000010416925000191/wmt-20251031.htm,source_data/SEC/raw_html/000010416925000191.html,source_data/SEC/filing/000010416925000191.txt,1,1
000104581022000036,0001045810,NVDA,NVIDIA CORP,0001045810-22-000036,000104581022000036,10-K,2022-03-18,2022-01-30,2022-03-18T00:33:34.000Z,2022,FY,4,3674,Semiconductors & Related Devices,DE,0131,nvda-20220130.htm,10-K,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000036/nvda-20220130.htm,source_data/SEC/raw_html/000104581022000036.html,source_data/SEC/filing/000104581022000036.txt,1,1
000104581022000079,0001045810,NVDA,NVIDIA CORP,0001045810-22-000079,000104581022000079,10-Q,2022-05-27,2022-05-01,2022-05-27T20:21:55.000Z,2023,Q1,1,3674,Semiconductors & Related Devices,DE,0131,nvda-20220501.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000079/nvda-20220501.htm,source_data/SEC/raw_html/000104581022000079.html,source_data/SEC/filing/000104581022000079.txt,1,1
000104581022000147,0001045810,NVDA,NVIDIA CORP,0001045810-22-000147,000104581022000147,10-Q,2022-08-31,2022-07-31,2022-08-31T21:01:35.000Z,2023,Q2,2,3674,Semiconductors & Related Devices,DE,0131,nvda-20220731.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000147/nvda-20220731.htm,source_data/SEC/raw_html/000104581022000147.html,source_data/SEC/filing/000104581022000147.txt,1,1
000104581022000166,0001045810,NVDA,NVIDIA CORP,0001045810-22-000166,000104581022000166,10-Q,2022-11-18,2022-10-30,2022-11-18T21:35:31.000Z,2023,Q3,3,3674,Semiconductors & Related Devices,DE,0131,nvda-20221030.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000166/nvda-20221030.htm,source_data/SEC/raw_html/000104581022000166.html,source_data/SEC/filing/000104581022000166.txt,1,1
000104581023000017,0001045810,NVDA,NVIDIA CORP,0001045810-23-000017,000104581023000017,10-K,2023-02-24,2023-01-29,2023-02-24T22:23:43.000Z,2023,FY,4,3674,Semiconductors & Related Devices,DE,0131,nvda-20230129.htm,10-K,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/nvda-20230129.htm,source_data/SEC/raw_html/000104581023000017.html,source_data/SEC/filing/000104581023000017.txt,1,1
000104581023000093,0001045810,NVDA,NVIDIA CORP,0001045810-23-000093,000104581023000093,10-Q,2023-05-26,2023-04-30,2023-05-26T20:17:32.000Z,2024,Q1,1,3674,Semiconductors & Related Devices,DE,0131,nvda-20230430.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000093/nvda-20230430.htm,source_data/SEC/raw_html/000104581023000093.html,source_data/SEC/filing/000104581023000093.txt,1,1
000104581023000175,0001045810,NVDA,NVIDIA CORP,0001045810-23-000175,000104581023000175,10-Q,2023-08-28,2023-07-30,2023-08-25T23:36:34.000Z,2024,Q2,2,3674,Semiconductors & Related Devices,DE,0131,nvda-20230730.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000175/nvda-20230730.htm,source_data/SEC/raw_html/000104581023000175.html,source_data/SEC/filing/000104581023000175.txt,1,1
000104581023000227,0001045810,NVDA,NVIDIA CORP,0001045810-23-000227,000104581023000227,10-Q,2023-11-21,2023-10-29,2023-11-21T21:36:29.000Z,2024,Q3,3,3674,Semiconductors & Related Devices,DE,0131,nvda-20231029.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000227/nvda-20231029.htm,source_data/SEC/raw_html/000104581023000227.html,source_data/SEC/filing/000104581023000227.txt,1,1
000104581024000029,0001045810,NVDA,NVIDIA CORP,0001045810-24-000029,000104581024000029,10-K,2024-02-21,2024-01-28,2024-02-21T21:36:57.000Z,2024,FY,4,3674,Semiconductors & Related Devices,DE,0131,nvda-20240128.htm,10-K,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/nvda-20240128.htm,source_data/SEC/raw_html/000104581024000029.html,source_data/SEC/filing/000104581024000029.txt,1,1
000104581024000124,0001045810,NVDA,NVIDIA CORP,0001045810-24-000124,000104581024000124,10-Q,2024-05-29,2024-04-28,2024-05-29T20:36:32.000Z,2025,Q1,1,3674,Semiconductors & Related Devices,DE,0131,nvda-20240428.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000124/nvda-20240428.htm,source_data/SEC/raw_html/000104581024000124.html,source_data/SEC/filing/000104581024000124.txt,1,1
000104581024000264,0001045810,NVDA,NVIDIA CORP,0001045810-24-000264,000104581024000264,10-Q,2024-08-28,2024-07-28,2024-08-28T21:05:08.000Z,2025,Q2,2,3674,Semiconductors & Related Devices,DE,0131,nvda-20240728.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000264/nvda-20240728.htm,source_data/SEC/raw_html/000104581024000264.html,source_data/SEC/filing/000104581024000264.txt,1,1
000104581024000316,0001045810,NVDA,NVIDIA CORP,0001045810-24-000316,000104581024000316,10-Q,2024-11-20,2024-10-27,2024-11-20T21:31:22.000Z,2025,Q3,3,3674,Semiconductors & Related Devices,DE,0131,nvda-20241027.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000316/nvda-20241027.htm,source_data/SEC/raw_html/000104581024000316.html,source_data/SEC/filing/000104581024000316.txt,1,1
000104581025000023,0001045810,NVDA,NVIDIA CORP,0001045810-25-000023,000104581025000023,10-K,2025-02-26,2025-01-26,2025-02-26T21:48:33.000Z,2025,FY,4,3674,Semiconductors & Related Devices,DE,0131,nvda-20250126.htm,10-K,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/nvda-20250126.htm,source_data/SEC/raw_html/000104581025000023.html,source_data/SEC/filing/000104581025000023.txt,1,1
000104581025000116,0001045810,NVDA,NVIDIA CORP,0001045810-25-000116,000104581025000116,10-Q,2025-05-28,2025-04-27,2025-05-28T20:32:57.000Z,2026,Q1,1,3674,Semiconductors & Related Devices,DE,0131,nvda-20250427.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000116/nvda-20250427.htm,source_data/SEC/raw_html/000104581025000116.html,source_data/SEC/filing/000104581025000116.txt,1,1
000104581025000209,0001045810,NVDA,NVIDIA CORP,0001045810-25-000209,000104581025000209,10-Q,2025-08-27,2025-07-27,2025-08-27T20:52:07.000Z,2026,Q2,2,3674,Semiconductors & Related Devices,DE,0131,nvda-20250727.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000209/nvda-20250727.htm,source_data/SEC/raw_html/000104581025000209.html,source_data/SEC/filing/000104581025000209.txt,1,1
000104581025000230,0001045810,NVDA,NVIDIA CORP,0001045810-25-000230,000104581025000230,10-Q,2025-11-19,2025-10-26,2025-11-19T21:36:17.000Z,2026,Q3,3,3674,Semiconductors & Related Devices,DE,0131,nvda-20251026.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000230/nvda-20251026.htm,source_data/SEC/raw_html/000104581025000230.html,source_data/SEC/filing/000104581025000230.txt,1,1
000095017022000796,0001318605,TSLA,"Tesla, Inc.",0000950170-22-000796,000095017022000796,10-K,2022-02-07,2021-12-31,2022-02-05T01:11:27.000Z,2021,FY,4,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20211231.htm,10-K,https://www.sec.gov/Archives/edgar/data/1318605/000095017022000796/tsla-20211231.htm,source_data/SEC/raw_html/000095017022000796.html,source_data/SEC/filing/000095017022000796.txt,1,1
000095017022006034,0001318605,TSLA,"Tesla, Inc.",0000950170-22-006034,000095017022006034,10-Q,2022-04-25,2022-03-31,2022-04-23T01:36:59.000Z,2022,Q1,1,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20220331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000095017022006034/tsla-20220331.htm,source_data/SEC/raw_html/000095017022006034.html,source_data/SEC/filing/000095017022006034.txt,1,1
000095017022012936,0001318605,TSLA,"Tesla, Inc.",0000950170-22-012936,000095017022012936,10-Q,2022-07-25,2022-06-30,2022-07-25T10:07:25.000Z,2022,Q2,2,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20220630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000095017022012936/tsla-20220630.htm,source_data/SEC/raw_html/000095017022012936.html,source_data/SEC/filing/000095017022012936.txt,1,1
000095017022019867,0001318605,TSLA,"Tesla, Inc.",0000950170-22-019867,000095017022019867,10-Q,2022-10-24,2022-09-30,2022-10-24T10:08:50.000Z,2022,Q3,3,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20220930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000095017022019867/tsla-20220930.htm,source_data/SEC/raw_html/000095017022019867.html,source_data/SEC/filing/000095017022019867.txt,1,1
000095017023001409,0001318605,TSLA,"Tesla, Inc.",0000950170-23-001409,000095017023001409,10-K,2023-01-31,2022-12-31,2023-01-31T02:29:15.000Z,2022,FY,4,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20221231.htm,10-K,https://www.sec.gov/Archives/edgar/data/1318605/000095017023001409/tsla-20221231.htm,source_data/SEC/raw_html/000095017023001409.html,source_data/SEC/filing/000095017023001409.txt,1,1
000095017023013890,0001318605,TSLA,"Tesla, Inc.",0000950170-23-013890,000095017023013890,10-Q,2023-04-24,2023-03-31,2023-04-21T22:05:23.000Z,2023,Q1,1,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20230331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000095017023013890/tsla-20230331.htm,source_data/SEC/raw_html/000095017023013890.html,source_data/SEC/filing/000095017023013890.txt,1,1
000095017023033872,0001318605,TSLA,"Tesla, Inc.",0000950170-23-033872,000095017023033872,10-Q,2023-07-24,2023-06-30,2023-07-21T22:08:29.000Z,2023,Q2,2,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20230630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000095017023033872/tsla-20230630.htm,source_data/SEC/raw_html/000095017023033872.html,source_data/SEC/filing/000095017023033872.txt,1,1
000162828023034847,0001318605,TSLA,"Tesla, Inc.",0001628280-23-034847,000162828023034847,10-Q,2023-10-23,2023-09-30,2023-10-20T22:41:03.000Z,2023,Q3,3,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20230930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000162828023034847/tsla-20230930.htm,source_data/SEC/raw_html/000162828023034847.html,source_data/SEC/filing/000162828023034847.txt,1,1
000162828024002390,0001318605,TSLA,"Tesla, Inc.",0001628280-24-002390,000162828024002390,10-K,2024-01-29,2023-12-31,2024-01-27T02:00:20.000Z,2023,FY,4,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20231231.htm,10-K,https://www.sec.gov/Archives/edgar/data/1318605/000162828024002390/tsla-20231231.htm,source_data/SEC/raw_html/000162828024002390.html,source_data/SEC/filing/000162828024002390.txt,1,1
000162828024017503,0001318605,TSLA,"Tesla, Inc.",0001628280-24-017503,000162828024017503,10-Q,2024-04-24,2024-03-31,2024-04-24T00:27:48.000Z,2024,Q1,1,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20240331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000162828024017503/tsla-20240331.htm,source_data/SEC/raw_html/000162828024017503.html,source_data/SEC/filing/000162828024017503.txt,1,1
000162828024032662,0001318605,TSLA,"Tesla, Inc.",0001628280-24-032662,000162828024032662,10-Q,2024-07-24,2024-06-30,2024-07-23T23:41:09.000Z,2024,Q2,2,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20240630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000162828024032662/tsla-20240630.htm,source_data/SEC/raw_html/000162828024032662.html,source_data/SEC/filing/000162828024032662.txt,1,1
000162828024043486,0001318605,TSLA,"Tesla, Inc.",0001628280-24-043486,000162828024043486,10-Q,2024-10-24,2024-09-30,2024-10-24T00:42:47.000Z,2024,Q3,3,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20240930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000162828024043486/tsla-20240930.htm,source_data/SEC/raw_html/000162828024043486.html,source_data/SEC/filing/000162828024043486.txt,1,1
000162828025003063,0001318605,TSLA,"Tesla, Inc.",0001628280-25-003063,000162828025003063,10-K,2025-01-30,2024-12-31,2025-01-30T01:42:33.000Z,2024,FY,4,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20241231.htm,10-K,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,source_data/SEC/raw_html/000162828025003063.html,source_data/SEC/filing/000162828025003063.txt,1,1
000162828025018911,0001318605,TSLA,"Tesla, Inc.",0001628280-25-018911,000162828025018911,10-Q,2025-04-23,2025-03-31,2025-04-23T01:02:10.000Z,2025,Q1,1,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20250331.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000162828025018911/tsla-20250331.htm,source_data/SEC/raw_html/000162828025018911.html,source_data/SEC/filing/000162828025018911.txt,1,1
000162828025035806,0001318605,TSLA,"Tesla, Inc.",0001628280-25-035806,000162828025035806,10-Q,2025-07-24,2025-06-30,2025-07-24T00:23:31.000Z,2025,Q2,2,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20250630.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000162828025035806/tsla-20250630.htm,source_data/SEC/raw_html/000162828025035806.html,source_data/SEC/filing/000162828025035806.txt,1,1
000162828025045968,0001318605,TSLA,"Tesla, Inc.",0001628280-25-045968,000162828025045968,10-Q,2025-10-23,2025-09-30,2025-10-23T01:08:43.000Z,2025,Q3,3,3711,Motor Vehicles & Passenger Car Bodies,TX,1231,tsla-20250930.htm,10-Q,https://www.sec.gov/Archives/edgar/data/1318605/000162828025045968/tsla-20250930.htm,source_data/SEC/raw_html/000162828025045968.html,source_data/SEC/filing/000162828025045968.txt,1,1
